Admin_Unit_Code,Plot_Name,Location_Type,Year,Date,Start_Time,End_Time,Observer,Visit,Interval_Length,ID_Method,Distance,Flyover_Observed,Sex,Common_Name,Scientific_Name,AcceptedTSN,TaxonCode,AOU_Code,PIF_Watchlist_Status,Regional_Stewardship_Status,Temperature,Humidity,Sky,Wind,Disturbance,Previously_Obs,Initial_Three_Min_Cnt
ANTI,ANTI-0174,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus bicolor,554138.0,266957.0,ETTI,False,False,33.40000153,55.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False
ANTI,ANTI-0174,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,95286.0,AMGO,False,False,33.40000153,55.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True
ANTI,ANTI-0174,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,33.40000153,55.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True
ANTI,ANTI-0174,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,American Robin,Turdus migratorius,179759.0,87136.0,AMRO,False,False,33.40000153,55.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False
ANTI,ANTI-0174,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,7.5 - 10 min,Visualization,0,True,Male,American Goldfinch,Carduelis tristis,179236.0,95286.0,AMGO,False,False,33.40000153,55.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,False
ANTI,ANTI-0174,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,American Goldfinch,Carduelis tristis,179236.0,95286.0,AMGO,False,False,33.40000153,55.5,Clear or Few Clouds,Light air movement (1-3 mph) smoke drifts,Slight effect on count,False,True
ANTI,ANTI-0161,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,30.39999962,67.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0161,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,7.5 - 10 min,Singing,50 - 100 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,88394.0,NOMO,False,False,30.39999962,67.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0161,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,30.39999962,67.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0161,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Singing,50 - 100 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,30.39999962,67.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0161,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus ludovicianus,178581.0,88350.0,CARW,False,False,30.39999962,67.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0161,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,30.39999962,67.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0161,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus crinitus,178309.0,85791.0,GCFL,False,False,30.39999962,67.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0161,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,7.5 - 10 min,Singing,<= 50 Meters,False,Undetermined,House Wren,Troglodytes aedon,178541.0,88306.0,HOWR,False,False,30.39999962,67.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0161,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,30.39999962,67.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0161,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Bluebird,Sialia sialis,179801.0,87184.0,EABL,False,False,30.39999962,67.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0161,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,88394.0,NOMO,False,False,30.39999962,67.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0161,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,30.39999962,67.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0161,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,30.39999962,67.5,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,House Wren,Troglodytes aedon,178541.0,88306.0,HOWR,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,5 - 7.5 min,Calling,<= 50 Meters,False,Undetermined,House Sparrow,Passer domesticus,179628.0,86194.0,HOSP,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Rough-winged Swallow,Stelgidopteryx serripennis,178443.0,87404.0,NRWS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,House Sparrow,Passer domesticus,179628.0,86194.0,HOSP,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Rough-winged Swallow,Stelgidopteryx serripennis,178443.0,87404.0,NRWS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Rough-winged Swallow,Stelgidopteryx serripennis,178443.0,87404.0,NRWS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Rough-winged Swallow,Stelgidopteryx serripennis,178443.0,87404.0,NRWS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Rough-winged Swallow,Stelgidopteryx serripennis,178443.0,87404.0,NRWS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Rough-winged Swallow,Stelgidopteryx serripennis,178443.0,87404.0,NRWS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Rough-winged Swallow,Stelgidopteryx serripennis,178443.0,87404.0,NRWS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Mockingbird,Mimus polyglottos,178620.0,88394.0,NOMO,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0188,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Barn Swallow,Hirundo rustica,178448.0,87409.0,BARS,False,False,34.20000076,59.0,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,0,True,Undetermined,American Goldfinch,Carduelis tristis,179236.0,95286.0,AMGO,False,False,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Singing,<= 50 Meters,False,Undetermined,Eastern Bluebird,Sialia sialis,179801.0,87184.0,EABL,False,False,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Rough-winged Swallow,Stelgidopteryx serripennis,178443.0,87404.0,NRWS,False,False,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Chipping Sparrow,Spizella passerina,179435.0,84781.0,CHSP,False,False,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,2.5 - 5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Rough-winged Swallow,Stelgidopteryx serripennis,178443.0,87404.0,NRWS,False,False,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,5 - 7.5 min,Visualization,<= 50 Meters,False,Undetermined,Northern Rough-winged Swallow,Stelgidopteryx serripennis,178443.0,87404.0,NRWS,False,False,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Singing,<= 50 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,5 - 7.5 min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,7.5 - 10 min,Singing,50 - 100 Meters,False,Male,Warbling Vireo,Vireo gilvus,179023.0,93589.0,WAVI,False,False,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,False
ANTI,ANTI-0189,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Kimberly Serno,3,0-2.5 min,Calling,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,37.29999924,47.40000153,Clear or Few Clouds,Light breeze (4-7 mph) wind felt on face,Slight effect on count,False,True
ANTI,ANTI-0027,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Brian Swimelar,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,25.79999924,66.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0027,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Brian Swimelar,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,25.79999924,66.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0027,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Brian Swimelar,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Field Sparrow,Spizella pusilla,179443.0,84790.0,FISP,False,True,25.79999924,66.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0027,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Brian Swimelar,3,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida macroura,177125.0,82737.0,MODO,False,False,25.79999924,66.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0027,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Brian Swimelar,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Grasshopper Sparrow,Ammodramus savannarum,179333.0,83867.0,GRSP,False,False,25.79999924,66.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0027,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Brian Swimelar,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Eastern Towhee,Pipilo erythrophthalmus,179276.0,83803.0,EATO,False,True,25.79999924,66.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0027,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Brian Swimelar,3,0-2.5 min,Singing,50 - 100 Meters,False,Male,Indigo Bunting,Passerina cyanea,179150.0,94257.0,INBU,False,True,25.79999924,66.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
ANTI,ANTI-0027,Grassland,2018,7/16/2018,1/0/1900,1/0/1900,Brian Swimelar,3,0-2.5 min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis cardinalis,179124.0,94228.0,NOCA,False,False,25.79999924,66.0,Cloudy/Overcast,Light air movement (1-3 mph) smoke drifts,No effect on count,False,True
